,label
5797,2
5798,8
5799,1
5800,8
5801,6
5802,3
5803,6
5804,0
5805,8
5806,8
5807,1
5808,9
5809,1
5810,6
5811,2
5812,5
5813,1
5814,1
5815,1
5816,3
5817,9
5818,6
5819,0
5820,3
5821,3
5822,3
5823,0
5824,6
5825,0
5826,4
5827,5
5828,2
5829,5
5830,0
5831,5
5832,6
5833,5
5834,5
5835,4
5836,5
5837,6
5838,0
5839,6
5840,4
5841,8
5842,0
5843,6
5844,7
5845,6
5846,6
5847,7
5848,3
5849,7
5850,4
5851,4
5852,3
5853,8
5854,1
5855,6
5856,0
5857,1
5858,5
5859,9
5860,1
5861,3
5862,4
5863,0
5864,2
5865,7
5866,1
5867,1
5868,2
5869,2
5870,1
5871,0
5872,1
5873,7
5874,0
5875,8
5876,8
5877,2
5878,6
5879,8
5880,1
5881,2
5882,9
5883,5
5884,7
5885,2
5886,2
5887,4
5888,0
5889,6
5890,0
5891,4
5892,3
5893,9
5894,0
5895,7
5896,6
5897,1
5898,1
5899,2
5900,5
5901,9
5902,9
5903,9
5904,4
5905,4
5906,0
5907,7
5908,8
5909,1
5910,1
5911,1
5912,8
5913,3
5914,5
5915,1
5916,6
5917,8
5918,4
5919,6
5920,0
5921,2
5922,6
5923,9
5924,0
5925,1
5926,1
5927,1
5928,1
5929,2
5930,6
5931,3
5932,6
5933,1
5934,5
5935,0
5936,2
5937,0
5938,8
5939,0
5940,1
5941,9
5942,7
5943,7
5944,6
5945,2
5946,1
5947,8
5948,8
5949,5
5950,5
5951,8
5952,9
5953,4
5954,5
5955,0
5956,5
5957,0
5958,4
5959,6
5960,8
5961,2
5962,9
5963,4
5964,6
5965,7
5966,5
5967,1
5968,6
5969,3
5970,9
5971,3
5972,1
5973,5
5974,5
5975,9
5976,5
5977,4
5978,7
5979,1
5980,1
5981,9
5982,5
5983,8
5984,7
5985,2
5986,9
5987,3
5988,2
5989,8
5990,6
5991,2
5992,3
5993,7
5994,5
5995,9
5996,1
5997,9
5998,2
5999,2
6000,5
6001,0
6002,1
6003,9
6004,0
6005,9
6006,4
6007,8
6008,8
6009,7
6010,6
6011,8
6012,4
6013,8
6014,1
6015,9
6016,8
6017,0
6018,4
6019,7
6020,7
6021,2
6022,7
6023,3
6024,7
6025,4
6026,1
6027,0
6028,3
6029,1
6030,2
6031,4
6032,9
6033,9
6034,0
6035,5
6036,5
6037,6
6038,1
6039,7
6040,8
6041,0
6042,3
6043,6
6044,3
6045,3
6046,1
6047,5
6048,2
6049,1
6050,5
6051,8
6052,9
6053,8
6054,2
6055,9
6056,9
6057,0
6058,6
6059,6
6060,6
6061,7
6062,9
6063,9
6064,8
6065,7
6066,2
6067,9
6068,1
6069,7
6070,5
6071,7
6072,1
6073,2
6074,4
6075,7
6076,5
6077,5
6078,2
6079,4
6080,5
6081,5
6082,6
6083,3
6084,1
6085,6
6086,7
6087,9
6088,0
6089,4
6090,3
6091,8
6092,3
6093,0
6094,2
6095,0
6096,1
6097,1
6098,2
6099,5
6100,1
6101,4
6102,9
6103,5
6104,9
6105,5
6106,6
6107,0
6108,9
6109,9
6110,2
6111,5
6112,6
6113,1
6114,2
6115,9
6116,1
6117,8
6118,1
6119,5
6120,4
6121,6
6122,3
6123,0
6124,5
6125,9
6126,8
6127,7
6128,9
6129,0
6130,9
6131,8
6132,1
6133,6
6134,0
6135,0
6136,3
6137,1
6138,8
6139,6
6140,9
6141,9
6142,1
6143,8
6144,6
6145,5
6146,2
6147,0
6148,8
6149,1
6150,4
6151,8
6152,6
6153,0
6154,4
6155,4
6156,4
6157,3
6158,4
6159,3
6160,3
6161,9
6162,7
6163,8
6164,8
6165,7
6166,9
6167,8
6168,2
6169,1
6170,7
6171,1
6172,1
6173,7
6174,4
6175,4
6176,0
6177,3
6178,8
6179,6
6180,7
6181,4
6182,3
6183,9
6184,4
6185,1
6186,5
6187,1
6188,0
6189,0
6190,8
6191,0
6192,6
6193,7
6194,4
6195,3
6196,3
6197,5
6198,6
6199,0
6200,5
6201,7
6202,5
6203,9
6204,7
6205,3
6206,0
6207,4
6208,2
6209,8
6210,4
6211,1
6212,8
6213,6
6214,7
6215,3
6216,6
6217,8
6218,3
6219,3
6220,5
6221,0
6222,2
6223,3
6224,0
6225,7
6226,7
6227,9
6228,8
6229,1
6230,2
6231,0
6232,4
6233,4
6234,0
6235,8
6236,5
6237,6
6238,6
6239,0
6240,9
6241,6
6242,3
6243,5
6244,1
6245,5
6246,5
6247,3
6248,2
6249,6
6250,1
6251,2
6252,5
6253,5
6254,5
6255,7
6256,1
6257,2
6258,1
6259,4
6260,2
6261,2
6262,6
6263,6
6264,5
6265,6
6266,6
6267,1
6268,8
6269,7
6270,4
6271,1
6272,5
6273,8
6274,2
6275,0
6276,3
6277,0
6278,9
6279,1
6280,8
6281,4
6282,0
6283,9
6284,3
6285,8
6286,6
6287,6
6288,6
6289,7
6290,0
6291,7
6292,8
6293,4
6294,3
6295,0
6296,6
6297,6
6298,2
6299,1
6300,0
6301,7
6302,8
6303,1
6304,9
6305,2
6306,8
6307,7
6308,8
6309,9
6310,5
6311,3
6312,3
6313,2
6314,2
6315,9
6316,0
6317,8
6318,7
6319,6
6320,4
6321,8
6322,9
6323,9
6324,1
6325,5
6326,5
6327,0
6328,1
6329,5
6330,8
6331,0
6332,5
6333,7
6334,0
6335,9
6336,3
6337,9
6338,4
6339,5
6340,8
6341,9
6342,5
6343,3
6344,2
6345,0
6346,3
6347,8
6348,4
6349,0
6350,9
6351,9
6352,1
6353,2
6354,9
6355,0
6356,0
6357,1
6358,3
6359,4
6360,2
6361,7
6362,3
6363,4
6364,8
6365,2
6366,4
6367,9
6368,7
6369,0
6370,4
6371,3
6372,0
6373,6
6374,1
6375,3
6376,5
6377,5
6378,6
6379,5
6380,5
6381,6
6382,1
6383,0
6384,5
6385,0
6386,7
6387,1
6388,9
6389,8
6390,0
6391,4
6392,2
6393,8
6394,7
6395,1
6396,4
6397,3
6398,2
6399,0
6400,1
6401,8
6402,0
6403,0
6404,7
6405,0
6406,0
6407,1
6408,0
6409,2
6410,0
6411,2
6412,8
6413,5
6414,2
6415,9
6416,4
6417,4
6418,3
6419,7
6420,8
6421,1
6422,7
6423,7
6424,7
6425,0
6426,3
6427,8
6428,5
6429,6
6430,3
6431,5
6432,3
6433,8
6434,3
6435,7
6436,1
6437,0
6438,5
6439,9
6440,7
6441,5
6442,8
6443,9
6444,7
6445,0
6446,0
6447,9
6448,3
6449,8
6450,1
6451,7
6452,2
6453,1
6454,6
6455,7
6456,4
6457,0
6458,2
6459,4
6460,8
6461,2
6462,6
6463,2
6464,4
6465,4
6466,9
6467,9
6468,0
6469,5
6470,9
6471,2
6472,6
6473,0
6474,5
6475,2
6476,5
6477,6
6478,0
6479,0
6480,3
6481,2
6482,8
6483,4
6484,2
6485,2
6486,0
6487,4
6488,0
6489,9
6490,4
6491,2
6492,2
6493,1
6494,1
6495,4
6496,0
6497,0
6498,6
6499,1
6500,9
6501,8
6502,5
6503,9
6504,4
6505,3
6506,2
6507,3
6508,2
6509,6
6510,1
6511,4
6512,1
6513,5
6514,5
6515,4
6516,6
6517,1
6518,0
6519,6
6520,1
6521,3
6522,3
6523,1
6524,7
6525,9
6526,6
6527,0
6528,2
6529,3
6530,5
6531,0
6532,6
6533,9
6534,4
6535,1
6536,5
6537,5
6538,6
6539,4
6540,8
6541,8
6542,7
6543,6
6544,6
6545,8
6546,0
6547,1
6548,6
6549,6
6550,8
6551,4
6552,0
6553,6
6554,4
6555,5
6556,1
6557,3
6558,8
6559,8
6560,7
6561,9
6562,9
6563,9
6564,4
6565,6
6566,8
6567,2
6568,0
6569,6
6570,1
6571,8
6572,2
6573,7
6574,6
6575,1
6576,2
6577,3
6578,8
6579,7
6580,8
6581,2
6582,6
6583,4
6584,0
6585,0
6586,0
6587,8
6588,7
6589,6
6590,2
6591,1
6592,6
6593,8
6594,1
6595,3
6596,9
6597,3
6598,4
6599,7
6600,9
6601,0
6602,4
6603,1
6604,4
6605,2
6606,1
6607,0
6608,4
6609,8
6610,2
6611,9
6612,2
6613,3
6614,6
6615,0
6616,7
6617,1
6618,2
6619,1
6620,7
6621,6
6622,4
6623,2
6624,6
6625,0
6626,2
6627,3
6628,9
6629,0
6630,5
6631,2
6632,3
6633,2
6634,0
6635,3
6636,0
6637,3
6638,4
6639,0
6640,9
6641,8
6642,6
6643,6
6644,1
6645,7
6646,1
6647,1
6648,8
6649,0
6650,2
6651,0
6652,2
6653,6
6654,8
6655,6
6656,2
6657,1
6658,3
6659,8
6660,2
6661,9
6662,8
6663,3
6664,6
6665,7
6666,8
6667,2
6668,2
6669,4
6670,7
6671,7
6672,6
6673,8
6674,3
6675,0
6676,0
6677,8
6678,6
6679,2
6680,4
6681,1
6682,0
6683,1
6684,0
6685,6
6686,3
6687,8
6688,1
6689,8
6690,6
6691,2
6692,9
6693,4
6694,9
6695,5
6696,6
6697,2
6698,0
6699,4
6700,2
6701,9
6702,2
6703,4
6704,9
6705,6
6706,2
6707,3
6708,1
6709,4
6710,9
6711,2
6712,0
6713,4
6714,8
6715,4
6716,2
6717,3
6718,6
6719,7
6720,7
6721,4
6722,3
6723,2
6724,5
6725,8
6726,7
6727,1
6728,1
6729,0
6730,4
6731,3
6732,0
6733,1
6734,3
6735,0
6736,3
6737,4
6738,3
6739,6
6740,0
6741,4
6742,5
6743,7
6744,5
6745,0
6746,9
6747,8
6748,7
6749,1
6750,0
6751,7
6752,9
6753,1
6754,3
6755,7
6756,0
6757,1
6758,6
6759,0
6760,1
6761,6
6762,7
6763,9
6764,4
6765,2
6766,6
6767,5
6768,7
6769,3
6770,1
6771,4
6772,2
6773,3
6774,1
6775,8
6776,3
6777,8
6778,6
6779,2
6780,0
6781,2
6782,6
6783,1
6784,5
6785,9
6786,3
6787,9
6788,9
6789,1
6790,8
6791,7
6792,1
6793,6
6794,5
6795,0
6796,3
6797,4
6798,4
6799,1
6800,7
6801,4
6802,3
6803,9
6804,1
6805,4
6806,9
6807,2
6808,6
6809,4
6810,7
6811,0
6812,3
6813,1
6814,2
6815,2
6816,1
6817,4
6818,4
6819,1
6820,3
6821,1
6822,5
6823,6
6824,9
6825,6
6826,4
6827,1
6828,1
6829,0
6830,4
6831,9
6832,4
6833,3
6834,0
6835,7
6836,6
6837,7
6838,7
6839,6
6840,0
6841,0
6842,0
6843,0
6844,1
6845,2
6846,0
6847,9
6848,0
6849,1
6850,2
6851,8
6852,1
6853,3
6854,6
6855,1
6856,5
6857,6
6858,5
6859,9
6860,5
6861,7
6862,9
6863,1
6864,6
6865,7
6866,5
6867,2
6868,6
6869,8
6870,6
6871,1
6872,3
6873,9
6874,2
6875,8
6876,8
6877,4
6878,6
6879,2
6880,5
6881,9
6882,0
6883,6
6884,5
6885,3
6886,2
6887,9
6888,0
6889,3
6890,6
6891,7
6892,3
6893,0
6894,8
6895,4
6896,1
6897,4
6898,1
6899,3
6900,6
6901,5
6902,1
6903,3
6904,1
6905,6
6906,6
6907,1
6908,8
6909,4
6910,5
6911,9
6912,5
6913,3
6914,6
6915,4
6916,0
6917,0
6918,1
6919,0
6920,9
6921,8
6922,9
6923,3
6924,2
6925,1
6926,6
6927,9
6928,7
6929,5
6930,4
6931,2
6932,8
6933,4
6934,1
6935,0
6936,7
6937,4
6938,3
6939,1
6940,3
6941,2
6942,0
6943,0
6944,8
6945,7
6946,6
6947,4
6948,0
6949,4
6950,3
6951,0
6952,0
6953,5
6954,6
6955,9
6956,9
6957,2
6958,8
6959,2
6960,8
6961,9
6962,5
6963,0
6964,3
6965,2
6966,6
6967,1
6968,0
6969,1
6970,5
6971,4
6972,1
6973,8
6974,4
6975,4
6976,5
6977,6
6978,5
6979,9
6980,4
6981,6
6982,7
6983,9
6984,7
6985,9
6986,7
6987,5
6988,4
6989,6
6990,9
6991,4
6992,5
6993,2
6994,1
6995,1
6996,5
6997,2
6998,8
6999,0
7000,6
7001,9
7002,4
7003,2
7004,3
7005,6
7006,8
7007,9
7008,7
7009,2
7010,4
7011,7
7012,6
7013,3
7014,9
7015,3
7016,2
7017,0
7018,2
7019,4
7020,7
7021,7
7022,2
7023,1
7024,4
7025,2
7026,8
7027,6
7028,4
7029,7
7030,9
7031,0
7032,4
7033,4
7034,4
7035,0
7036,9
7037,9
7038,8
7039,0
7040,4
7041,1
7042,4
7043,7
7044,4
7045,2
7046,6
7047,8
7048,7
7049,3
7050,8
7051,8
7052,3
7053,8
7054,9
7055,5
7056,8
7057,4
7058,2
7059,2
7060,4
7061,8
7062,3
7063,3
7064,3
7065,3
7066,6
7067,2
7068,1
7069,9
7070,9
7071,6
7072,2
7073,9
7074,6
7075,5
7076,5
7077,3
7078,9
7079,6
7080,2
7081,8
7082,9
7083,2
7084,5
7085,1
7086,6
7087,2
7088,0
7089,4
7090,5
7091,6
7092,1
7093,5
7094,1
7095,0
7096,8
7097,6
7098,5
7099,5
7100,9
7101,9
7102,5
7103,1
7104,7
7105,8
7106,4
7107,8
7108,4
7109,4
7110,2
7111,0
7112,6
7113,5
7114,9
7115,9
7116,8
7117,9
7118,1
7119,0
7120,4
7121,7
7122,5
7123,9
7124,7
7125,2
7126,9
7127,1
7128,8
7129,2
7130,4
7131,2
7132,8
7133,9
7134,1
7135,9
7136,3
7137,1
7138,9
7139,7
7140,5
7141,1
7142,9
7143,4
7144,1
7145,0
7146,3
7147,4
7148,1
7149,0
7150,0
7151,2
7152,5
7153,8
7154,6
7155,5
7156,4
7157,9
7158,6
7159,8
7160,3
7161,8
7162,9
7163,2
7164,4
7165,1
7166,9
7167,9
7168,3
7169,5
7170,3
7171,1
7172,3
7173,4
7174,2
7175,1
7176,9
7177,6
7178,7
7179,8
7180,2
7181,8
7182,6
7183,8
7184,3
7185,2
7186,1
7187,4
7188,7
7189,3
7190,1
7191,9
7192,8
7193,1
7194,6
7195,0
7196,7
7197,1
7198,1
7199,2
7200,4
7201,7
7202,1
7203,5
7204,3
7205,3
7206,2
7207,8
7208,8
7209,2
7210,1
7211,8
7212,1
7213,1
7214,9
7215,1
7216,9
7217,2
7218,8
7219,7
7220,3
7221,3
7222,7
7223,4
7224,6
7225,9
7226,0
7227,1
7228,6
7229,1
7230,3
7231,4
7232,2
7233,8
7234,0
7235,5
7236,9
7237,2
7238,8
7239,7
7240,8
7241,3
7242,9
7243,3
7244,2
7245,7
7246,3
7247,1
7248,9
7249,1
7250,4
7251,4
7252,7
7253,8
7254,0
7255,3
7256,1
7257,4
7258,0
7259,5
7260,1
7261,7
7262,4
7263,7
7264,6
7265,1
7266,6
7267,3
7268,6
7269,7
7270,4
7271,9
7272,7
7273,3
7274,5
7275,3
7276,3
7277,9
7278,7
7279,1
7280,7
7281,8
7282,7
7283,5
7284,1
7285,7
7286,8
7287,7
7288,4
7289,3
7290,9
7291,0
7292,2
7293,8
7294,5
7295,6
7296,4
7297,3
7298,3
7299,8
7300,5
7301,2
7302,7
7303,1
7304,2
7305,1
7306,6
7307,6
7308,7
7309,2
7310,6
7311,2
7312,8
7313,3
7314,4
7315,2
7316,4
7317,9
7318,8
7319,1
7320,4
7321,9
7322,8
7323,7
7324,8
7325,2
7326,2
7327,0
7328,6
7329,8
7330,1
7331,5
7332,1
7333,4
7334,2
7335,5
7336,6
7337,9
7338,4
7339,7
7340,9
7341,2
7342,6
7343,8
7344,2
7345,1
7346,0
7347,2
7348,3
7349,1
7350,1
7351,7
7352,9
7353,3
7354,4
7355,8
7356,7
7357,2
7358,4
7359,9
7360,1
7361,8
7362,5
7363,8
7364,7
7365,6
7366,2
7367,7
7368,3
7369,3
7370,4
7371,7
7372,9
7373,8
7374,4
7375,0
7376,2
7377,9
7378,5
7379,3
7380,3
7381,2
7382,1
7383,0
7384,5
7385,5
7386,4
7387,5
7388,8
7389,8
7390,2
7391,5
7392,0
7393,5
7394,7
7395,1
7396,7
7397,4
7398,5
7399,7
7400,6
7401,6
7402,4
7403,5
7404,2
7405,3
7406,0
7407,9
7408,2
7409,9
7410,0
7411,2
7412,5
7413,7
7414,7
7415,9
7416,8
7417,1
7418,5
7419,8
7420,1
7421,1
7422,6
7423,1
7424,3
7425,7
7426,8
7427,3
7428,5
7429,4
7430,3
7431,4
7432,8
7433,4
7434,2
7435,3
7436,5
7437,8
7438,6
7439,1
7440,0
7441,8
7442,8
7443,2
7444,9
7445,0
7446,0
7447,6
7448,5
7449,4
7450,6
7451,9
7452,4
7453,5
7454,6
7455,9
7456,1
7457,4
7458,4
7459,6
7460,0
7461,7
7462,4
7463,4
7464,0
7465,8
7466,5
7467,5
7468,1
7469,4
7470,5
7471,9
7472,0
7473,4
7474,5
7475,4
7476,4
7477,6
7478,3
7479,9
7480,5
7481,1
7482,9
7483,7
7484,0
7485,1
7486,3
7487,2
7488,3
7489,5
7490,4
7491,0
7492,3
7493,1
7494,5
7495,4
7496,7
7497,1
7498,4
7499,8
7500,4
7501,1
7502,5
7503,7
7504,2
7505,2
7506,9
7507,0
7508,0
7509,3
7510,0
7511,8
7512,5
7513,5
7514,5
7515,6
7516,2
7517,3
7518,2
7519,0
7520,3
7521,2
7522,2
7523,6
7524,7
7525,8
7526,2
7527,1
7528,0
7529,9
7530,4
7531,3
7532,3
7533,5
7534,4
7535,0
7536,4
7537,9
7538,9
7539,1
7540,4
7541,3
7542,3
7543,6
7544,2
7545,2
7546,0
7547,2
7548,3
7549,5
7550,7
7551,5
7552,6
7553,4
7554,6
7555,5
7556,8
7557,3
7558,8
7559,8
7560,9
7561,2
7562,9
7563,6
7564,2
7565,6
7566,9
7567,9
7568,8
7569,6
7570,1
7571,2
7572,8
7573,6
7574,1
7575,1
7576,1
7577,8
7578,8
7579,7
7580,9
7581,4
7582,3
7583,3
7584,2
7585,5
7586,1
7587,9
7588,4
7589,5
7590,2
7591,8
7592,4
7593,4
7594,6
7595,8
7596,7
7597,2
7598,0
7599,3
7600,3
7601,6
7602,0
7603,8
7604,7
7605,4
7606,7
7607,2
7608,7
7609,6
7610,9
7611,4
7612,7
7613,0
7614,6
7615,4
7616,6
7617,6
7618,4
7619,1
7620,5
7621,6
7622,5
7623,6
7624,1
7625,8
7626,8
7627,7
7628,3
7629,9
7630,5
7631,0
7632,5
7633,5
7634,5
7635,2
7636,5
7637,2
7638,5
7639,7
7640,8
7641,2
7642,7
7643,2
7644,6
7645,0
7646,3
7647,6
7648,5
7649,6
7650,8
7651,2
7652,4
7653,2
7654,2
7655,1
7656,2
7657,9
7658,2
7659,0
7660,3
7661,9
7662,5
7663,7
7664,6
7665,6
7666,6
7667,1
7668,9
7669,7
7670,8
7671,5
7672,4
7673,5
7674,2
7675,9
7676,1
7677,0
7678,4
7679,8
7680,2
7681,5
7682,0
7683,6
7684,4
7685,0
7686,1
7687,0
7688,6
7689,1
7690,1
7691,2
7692,6
7693,5
7694,8
7695,8
7696,0
7697,9
7698,7
7699,8
7700,0
7701,1
7702,2
7703,7
7704,0
7705,4
7706,8
7707,9
7708,8
7709,1
7710,9
7711,0
7712,8
7713,2
7714,8
7715,3
7716,1
7717,1
7718,7
7719,2
7720,7
7721,1
7722,6
7723,5
7724,6
7725,7
7726,1
7727,0
7728,8
7729,5
7730,5
7731,7
7732,9
7733,6
7734,8
7735,8
7736,4
7737,7
7738,0
7739,8
7740,8
7741,9
7742,2
7743,1
7744,1
7745,8
7746,5
7747,3
7748,0
7749,2
7750,2
7751,1
7752,7
7753,4
7754,8
7755,0
7756,4
7757,0
7758,1
7759,6
7760,5
7761,4
7762,2
7763,1
7764,9
7765,5
7766,0
7767,2
7768,2
7769,1
7770,7
7771,0
7772,4
7773,7
7774,5
7775,4
7776,3
7777,5
7778,8
7779,8
7780,0
7781,0
7782,2
7783,0
7784,9
7785,7
7786,8
7787,7
7788,9
7789,8
7790,5
7791,9
7792,6
7793,4
7794,1
7795,3
7796,2
7797,2
7798,3
7799,4
7800,3
7801,8
7802,5
7803,5
7804,8
7805,4
7806,0
7807,8
7808,4
7809,5
7810,1
7811,2
7812,1
7813,3
7814,0
7815,1
7816,6
7817,6
7818,2
7819,8
7820,9
7821,2
7822,6
7823,5
7824,4
7825,0
7826,6
7827,3
7828,7
7829,3
7830,1
7831,1
7832,8
7833,0
7834,2
7835,7
7836,9
7837,8
7838,7
7839,7
7840,9
7841,9
7842,8
7843,9
7844,7
7845,8
7846,2
7847,0
7848,1
7849,7
7850,1
7851,7
7852,6
7853,5
7854,8
7855,5
7856,1
7857,0
7858,9
7859,4
7860,2
7861,9
7862,8
7863,1
7864,7
7865,9
7866,3
7867,6
7868,0
7869,7
7870,3
7871,2
7872,5
7873,0
7874,7
7875,0
7876,3
7877,4
7878,7
7879,1
7880,1
7881,5
7882,0
7883,9
7884,7
7885,5
7886,2
7887,2
7888,0
7889,6
7890,9
7891,4
7892,3
7893,3
7894,1
7895,0
7896,9
7897,9
7898,3
7899,8
7900,4
7901,7
7902,9
7903,3
7904,2
7905,6
7906,2
7907,7
7908,8
7909,8
7910,5
7911,1
7912,5
7913,9
7914,9
7915,8
7916,2
7917,7
7918,2
7919,1
7920,7
7921,9
7922,7
7923,7
7924,4
7925,5
7926,3
7927,8
7928,8
7929,7
7930,4
7931,2
7932,1
7933,2
7934,0
7935,2
7936,8
7937,3
7938,9
7939,5
7940,6
7941,3
7942,0
7943,2
7944,2
7945,8
7946,5
7947,6
7948,3
7949,3
7950,4
7951,3
7952,1
7953,9
7954,5
7955,3
7956,4
7957,2
7958,3
7959,4
7960,0
7961,1
7962,9
7963,6
7964,2
7965,9
7966,8
7967,7
7968,6
7969,5
7970,0
7971,3
7972,6
7973,0
7974,5
7975,0
7976,0
7977,0
7978,4
7979,3
7980,0
7981,3
7982,7
7983,4
7984,2
7985,4
7986,9
7987,0
7988,9
7989,6
7990,9
7991,3
7992,6
7993,2
7994,0
7995,4
7996,0
7997,0
7998,8
7999,2
8000,8
8001,2
8002,2
8003,3
8004,8
8005,7
8006,0
8007,4
8008,9
8009,6
8010,2
8011,9
8012,2
8013,2
8014,4
8015,1
8016,4
8017,6
8018,8
8019,8
8020,0
8021,2
8022,7
8023,5
8024,2
8025,3
8026,0
8027,5
8028,1
8029,3
8030,6
8031,9
8032,0
8033,7
8034,0
8035,0
8036,0
8037,9
8038,2
8039,6
8040,8
8041,3
8042,7
8043,7
8044,7
8045,9
8046,3
8047,7
8048,0
8049,8
8050,1
8051,2
8052,5
8053,3
8054,9
8055,3
8056,1
8057,4
8058,5
8059,7
8060,5
8061,5
8062,1
8063,5
8064,5
8065,8
8066,1
8067,7
8068,0
8069,2
8070,2
8071,7
8072,8
8073,3
8074,2
8075,4
8076,2
8077,1
8078,0
8079,6
8080,4
8081,3
8082,3
8083,2
8084,3
8085,2
8086,8
8087,5
8088,6
8089,1
8090,1
8091,9
8092,4
8093,0
8094,1
8095,1
8096,1
8097,8
8098,3
8099,7
8100,2
8101,8
8102,4
8103,8
8104,5
8105,4
8106,3
8107,1
8108,9
8109,8
8110,5
8111,4
8112,6
8113,2
8114,0
8115,9
8116,5
8117,5
8118,4
8119,1
8120,8
8121,4
8122,2
8123,8
8124,3
8125,6
8126,5
8127,9
8128,8
8129,0
8130,4
8131,4
8132,8
8133,5
8134,7
8135,5
8136,2
8137,0
8138,0
8139,7
8140,1
8141,9
8142,1
8143,2
8144,7
8145,6
8146,4
8147,2
8148,8
8149,8
8150,7
8151,3
8152,3
8153,6
8154,9
8155,7
8156,8
8157,1
8158,3
8159,5
8160,3
8161,1
8162,4
8163,9
8164,4
8165,4
8166,8
8167,1
8168,8
8169,2
8170,5
8171,2
8172,2
8173,9
8174,4
8175,0
8176,6
8177,5
8178,5
8179,1
8180,7
8181,7
8182,4
8183,0
8184,2
8185,0
8186,5
8187,1
8188,0
8189,9
8190,7
8191,2
8192,6
8193,2
8194,4
8195,1
8196,9
8197,0
8198,2
8199,3
8200,7
8201,6
8202,9
8203,0
8204,1
8205,9
8206,6
8207,0
8208,0
8209,5
8210,8
8211,6
8212,1
8213,9
8214,9
8215,0
8216,5
8217,8
8218,2
8219,2
8220,7
8221,0
8222,9
8223,9
8224,5
8225,1
8226,7
8227,0
8228,6
8229,6
8230,7
8231,2
8232,4
8233,6
8234,0
8235,0
8236,2
8237,3
8238,3
8239,0
8240,5
8241,2
8242,5
8243,9
8244,4
8245,8
8246,2
8247,3
8248,9
8249,7
8250,8
8251,5
8252,2
8253,6
8254,0
8255,0
8256,8
8257,4
8258,5
8259,7
8260,3
8261,7
8262,2
8263,0
8264,6
8265,7
8266,1
8267,2
8268,3
8269,8
8270,7
8271,2
8272,7
8273,3
8274,8
8275,7
8276,2
8277,6
8278,9
8279,0
8280,2
8281,2
8282,1
8283,2
8284,7
8285,9
8286,9
8287,5
8288,8
8289,1
8290,0
8291,3
8292,1
8293,4
8294,0
8295,0
8296,4
8297,3
8298,3
8299,2
8300,2
8301,8
8302,5
8303,9
8304,5
8305,3
8306,6
8307,6
8308,5
8309,6
8310,6
8311,7
8312,9
8313,0
8314,9
8315,5
8316,4
8317,7
8318,6
8319,9
8320,7
8321,4
8322,4
8323,1
8324,9
8325,5
8326,0
8327,8
8328,6
8329,4
8330,5
8331,9
8332,2
8333,9
8334,7
8335,3
8336,8
8337,2
8338,9
8339,2
8340,8
8341,7
8342,1
8343,2
8344,1
8345,1
8346,6
8347,4
8348,4
8349,5
8350,3
8351,5
8352,9
8353,1
8354,4
8355,2
8356,0
8357,2
8358,0
8359,2
8360,6
8361,9
8362,4
8363,0
8364,7
8365,4
8366,8
8367,9
8368,7
8369,3
8370,8
8371,0
8372,1
8373,0
8374,0
8375,3
8376,3
8377,1
8378,4
8379,0
8380,5
8381,7
8382,0
8383,4
8384,2
8385,6
8386,5
8387,0
8388,7
8389,9
8390,8
8391,9
8392,7
8393,0
8394,0
8395,2
8396,3
8397,0
8398,0
8399,1
8400,8
8401,7
8402,5
8403,0
8404,0
8405,9
8406,3
8407,1
8408,0
8409,3
8410,6
8411,5
8412,3
8413,1
8414,2
8415,8
8416,1
8417,8
8418,5
8419,0
8420,4
8421,2
8422,1
8423,1
8424,6
8425,2
8426,1
8427,9
8428,8
8429,1
8430,8
8431,3
8432,7
8433,6
8434,5
8435,2
8436,5
8437,1
8438,6
8439,7
8440,8
8441,5
8442,7
8443,5
8444,0
8445,9
8446,2
8447,5
8448,1
8449,6
8450,9
8451,2
8452,6
8453,6
8454,5
8455,8
8456,2
8457,1
8458,3
8459,8
8460,4
8461,9
8462,9
8463,5
8464,8
8465,5
8466,2
8467,3
8468,5
8469,5
8470,2
8471,2
8472,0
8473,9
8474,1
8475,7
8476,2
8477,2
8478,8
8479,3
8480,9
8481,1
8482,5
8483,3
8484,5
8485,1
8486,3
8487,0
8488,4
8489,0
8490,5
8491,4
8492,9
8493,8
8494,9
8495,4
8496,4
8497,1
8498,2
8499,3
8500,3
8501,2
8502,7
8503,2
8504,5
8505,9
8506,5
8507,5
8508,4
8509,5
8510,4
8511,8
8512,3
8513,9
8514,5
8515,9
8516,3
8517,9
8518,3
8519,8
8520,3
8521,6
8522,9
8523,0
8524,3
8525,8
8526,3
8527,7
8528,0
8529,9
8530,5
8531,7
8532,8
8533,8
8534,5
8535,5
8536,6
8537,8
8538,3
8539,1
8540,0
8541,0
8542,6
8543,5
8544,3
8545,1
8546,3
8547,1
8548,3
8549,7
8550,3
8551,1
8552,9
8553,1
8554,5
8555,7
8556,4
8557,6
8558,9
8559,7
8560,3
8561,6
8562,1
8563,8
8564,8
8565,0
8566,9
8567,1
8568,5
8569,4
8570,4
8571,2
8572,8
8573,9
8574,6
8575,0
8576,8
8577,5
8578,5
8579,1
8580,9
8581,6
8582,1
8583,3
8584,7
8585,1
8586,4
8587,9
8588,4
8589,7
8590,1
8591,4
8592,9
8593,3
8594,2
8595,9
